[Header]
; Copyright (c) 2003-2013, Quantum Design, Inc. All rights reserved.
FILEOPENTIME, 1711665277.201679, 03/28/2024, 15:34:37 PM
BYAPP, MultiVuDataFile Python class
TITLE, Hallbar data
DATATYPE, COMMENT,1
DATATYPE, TIME,2
TIMEMODE, SECONDS, RELATIVE
STARTUPGROUP, All
STARTUPAXIS, X, 2, LINEAR, AUTO
[Data]
"Comment","Time Stamp (sec)","Time","Temperature","Field","Chamber Status","Resistance"
,1711668283.161511,1515,5.0,-13844.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668284.383372,1516,5.0,-13820.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668285.618639,1517,5.0,-13796.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668286.838408,1518,5.0,-13772.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668288.063106,1519,5.0,-13748.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668289.282843,1520,5.0,-13724.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668290.503386,1521,5.0,-13700.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668291.725122,1522,5.0,-13676.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668292.957021,1523,5.0,-13652.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668294.180748,1524,5.0,-13628.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668295.414513,1525,5.0,-13604.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668296.635248,1526,5.0,-13580.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668297.867953,1527,5.0,-13556.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668299.088685,1528,5.0,-13532.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668300.311551,1529,5.0,-13508.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668301.546248,1530,5.0,-13484.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668302.767557,1531,5.0,-13460.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668304.00026,1532,5.0,-13436.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668305.237541,1533,5.0,-13412.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668306.45734,1534,5.0,-13388.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668307.692034,1535,5.0,-13364.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668308.912768,1536,5.0,-13340.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668310.148439,1537,5.0,-13316.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668311.369174,1538,5.0,-13292.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668312.606339,1539,5.0,-13268.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668313.825001,1540,5.0,-13244.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668315.058877,1541,5.0,-13220.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668316.282694,1542,5.0,-13196.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668317.503074,1543,5.0,-13172.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668318.722811,1544,5.0,-13148.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668319.944573,1545,5.0,-13124.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668321.165537,1546,5.0,-13100.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668322.384304,1547,5.0,-13076.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668323.606009,1548,5.0,-13052.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668324.840715,1549,5.0,-13028.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668326.072421,1550,5.0,-13004.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668327.2949,1551,5.0,-12980.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668328.515636,1552,5.0,-12956.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668329.735608,1553,5.0,-12932.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668330.968822,1554,5.0,-12908.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668332.189862,1555,5.0,-12884.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668333.423565,1556,5.0,-12860.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668334.647295,1557,5.0,-12836.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668335.868029,1558,5.0,-12812.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668337.090758,1559,5.0,-12788.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668338.324999,1560,5.0,-12764.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668339.545816,1561,5.0,-12740.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668340.781542,1562,5.0,-12716.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668342.00231,1563,5.0,-12692.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668343.226912,1564,5.0,-12668.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668344.459839,1565,5.0,-12644.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668345.681128,1566,5.0,-12620.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668346.916783,1567,5.0,-12596.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668348.151258,1568,5.0,-12572.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668349.37399,1569,5.0,-12548.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668350.594761,1570,5.0,-12524.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668351.818486,1571,5.0,-12494.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668353.046202,1572,5.0,-12470.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668354.267934,1573,5.0,-12446.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668355.493617,1574,5.0,-12422.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668356.715351,1575,5.0,-12398.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668357.937086,1576,5.0,-12374.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668359.171322,1577,5.0,-12350.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668360.393256,1578,5.0,-12326.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668361.613334,1579,5.0,-12302.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668362.833877,1580,5.0,-12278.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668364.069156,1581,5.0,-12254.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668365.290893,1582,5.0,-12230.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668366.512632,1583,5.0,-12206.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668367.732373,1584,5.0,-12182.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668368.954105,1585,5.0,-12158.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668370.175839,1586,5.0,-12134.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668371.410541,1587,5.0,-12110.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668372.634297,1588,5.0,-12086.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668373.857026,1589,5.0,-12062.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668375.091791,1590,5.0,-12038.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668376.31156,1591,5.0,-12014.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668377.532564,1592,5.0,-11990.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668378.760297,1593,5.0,-11966.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668379.989438,1594,5.0,-11942.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668381.206478,1595,5.0,-11918.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668382.431237,1596,5.0,-11894.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668383.649976,1597,5.0,-11870.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668384.874737,1598,5.0,-11846.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668386.096468,1599,5.0,-11822.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668387.330649,1600,5.0,-11798.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668388.552382,1601,5.0,-11774.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668389.777107,1602,5.0,-11750.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668390.998841,1603,5.0,-11726.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668392.222133,1604,5.0,-11702.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668393.441849,1605,5.0,-11678.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668394.66386,1606,5.0,-11654.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668395.884023,1607,5.0,-11630.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668397.117731,1608,5.0,-11606.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668398.354453,1609,5.0,-11582.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668399.589326,1610,5.0,-11558.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668400.814303,1611,5.0,-11534.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668402.033422,1612,5.0,-11510.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668403.256156,1613,5.0,-11486.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668404.475893,1614,5.0,-11462.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668405.712596,1615,5.0,-11438.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668406.937316,1616,5.0,-11414.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668408.158078,1617,5.0,-11390.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668409.385752,1618,5.0,-11366.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668410.617698,1619,5.0,-11342.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668411.852467,1620,5.0,-11318.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668413.075196,1621,5.0,-11294.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668414.295931,1622,5.0,-11270.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668415.530704,1623,5.0,-11246.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668416.75443,1624,5.0,-11222.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668417.977158,1625,5.0,-11198.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668419.210454,1626,5.0,-11174.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668420.433184,1627,5.0,-11150.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668421.66689,1628,5.0,-11126.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668422.887629,1629,5.0,-11102.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668424.126349,1630,5.0,-11078.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668425.358638,1631,5.0,-11054.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668426.583778,1632,5.0,-11030.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668427.817906,1633,5.0,-11000.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668429.040639,1634,5.0,-10976.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668430.261404,1635,5.0,-10952.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668431.483238,1636,5.0,-10928.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668432.716942,1637,5.0,-10904.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668433.937679,1638,5.0,-10880.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668435.158424,1639,5.0,-10856.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668436.379169,1640,5.0,-10838.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668437.602922,1641,5.0,-10808.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668438.824659,1642,5.0,-10784.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668440.044435,1643,5.0,-10760.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668441.268131,1644,5.0,-10736.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668442.498872,1645,5.0,-10712.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668443.732345,1646,5.0,-10688.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668444.966049,1647,5.0,-10664.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668446.188782,1648,5.0,-10640.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668447.423483,1649,5.0,-10616.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668448.651266,1650,5.0,-10592.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668449.882044,1651,5.0,-10568.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668451.105839,1652,5.0,-10544.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668452.341573,1653,5.0,-10520.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668453.565301,1654,5.0,-10496.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668454.788037,1655,5.0,-10472.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668456.020803,1656,5.0,-10448.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668457.246571,1657,5.0,-10424.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668458.47809,1658,5.0,-10400.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668459.698061,1659,5.0,-10376.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668460.925778,1660,5.0,-10352.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668462.157754,1661,5.0,-10328.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668463.37849,1662,5.0,-10304.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668464.59925,1663,5.0,-10280.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668465.821978,1664,5.0,-10256.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668467.056785,1665,5.0,-10232.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668468.277553,1666,5.0,-10208.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668469.512275,1667,5.0,-10184.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668470.73501,1668,5.0,-10160.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668471.954745,1669,5.0,-10136.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668473.175364,1670,5.0,-10112.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668474.396251,1671,5.0,-10088.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668475.633923,1672,5.0,-10064.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668476.866774,1673,5.0,-10040.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668478.099874,1674,5.0,-10016.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668479.318397,1675,5.0,-9992.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668480.544119,1676,5.0,-9968.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668481.768842,1677,5.0,-9944.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668482.993565,1678,5.0,-9914.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668484.229292,1679,5.0,-9890.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668485.450313,1680,5.0,-9866.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668486.68607,1681,5.0,-9842.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668487.906774,1682,5.0,-9818.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668489.141655,1683,5.0,-9794.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668490.364306,1684,5.0,-9770.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668491.598182,1685,5.0,-9746.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668492.821907,1686,5.0,-9722.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668494.055733,1687,5.0,-9698.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668495.277467,1688,5.0,-9674.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668496.498202,1689,5.0,-9650.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668497.720931,1690,5.0,-9626.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668498.956628,1691,5.0,-9602.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668500.18975,1692,5.0,-9578.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668501.411491,1693,5.0,-9554.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668502.631229,1694,5.0,-9530.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668503.866927,1695,5.0,-9506.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668505.088585,1696,5.0,-9482.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668506.309172,1697,5.0,-9458.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668507.545044,1698,5.0,-9434.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668508.778774,1699,5.0,-9410.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668510.000792,1700,5.0,-9386.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668511.224517,1701,5.0,-9362.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668512.444274,1702,5.0,-9338.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668513.666983,1703,5.0,-9314.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668514.892707,1704,5.0,-9290.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668516.114615,1705,5.0,-9266.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668517.350308,1706,5.0,-9242.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668518.570045,1707,5.0,-9218.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668519.791779,1708,5.0,-9194.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668521.025439,1709,5.0,-9170.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668522.249211,1710,5.0,-9146.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668523.482973,1711,5.0,-9122.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668524.713682,1712,5.0,-9098.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668525.935598,1713,5.0,-9074.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668527.157363,1714,5.0,-9050.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668528.379128,1715,5.0,-9026.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668529.647734,1716,5.0,-9002.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668530.861206,1717,5.0,-8978.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668532.076626,1718,5.0,-8954.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668533.299939,1719,5.0,-8930.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668534.532837,1720,5.0,-8906.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668535.758743,1721,5.0,-8882.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668536.999808,1722,5.0,-8858.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668538.210514,1723,5.0,-8834.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668539.440839,1724,5.0,-8810.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668540.669974,1725,5.0,-8786.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668541.890804,1726,5.0,-8762.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668543.122383,1727,5.0,-8744.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668544.345196,1728,5.0,-8720.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668545.556748,1729,5.0,-8696.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668546.787307,1730,5.0,-8672.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668548.022185,1731,5.0,-8648.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668549.256489,1732,5.0,-8624.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668550.489028,1733,5.0,-8600.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668551.717751,1734,5.0,-8576.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668552.9407,1735,5.0,-8552.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668554.164496,1736,5.0,-8528.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668555.393276,1737,5.0,-8504.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668556.627008,1738,5.0,-8480.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668557.861653,1739,5.0,-8456.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668559.094008,1740,5.0,-8432.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668560.330737,1741,5.0,-8408.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668561.56145,1742,5.0,-8384.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668562.782184,1743,5.0,-8360.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668564.002026,1744,5.0,-8336.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668565.22675,1745,5.0,-8312.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668566.450484,1746,5.0,-8288.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668567.680196,1747,5.0,-8264.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668568.904241,1748,5.0,-8240.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668570.12659,1749,5.0,-8216.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668571.350307,1750,5.0,-8192.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668572.583015,1751,5.0,-8168.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668573.805743,1752,5.0,-8144.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668575.03887,1753,5.0,-8120.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668576.270585,1754,5.0,-8096.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668577.50532,1755,5.0,-8072.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668578.726093,1756,5.0,-8048.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668579.946986,1757,5.0,-8024.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668581.183677,1758,5.0,-8000.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668582.418406,1759,5.0,-7976.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668583.641462,1760,5.0,-7952.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668584.861203,1761,5.0,-7928.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668586.0949,1762,5.0,-7904.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668587.324637,1763,5.0,-7874.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668588.547339,1764,5.0,-7850.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668589.770068,1765,5.0,-7826.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668591.004185,1766,5.0,-7802.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668592.237943,1767,5.0,-7778.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668593.475644,1768,5.0,-7754.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668594.707899,1769,5.0,-7730.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668595.939604,1770,5.0,-7706.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668597.175802,1771,5.0,-7682.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668598.411497,1772,5.0,-7658.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668599.642202,1773,5.0,-7634.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668600.862588,1774,5.0,-7610.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668602.101315,1775,5.0,-7586.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668603.350519,1776,5.0,-7562.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668604.556143,1777,5.0,-7538.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668605.781226,1778,5.0,-7514.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668607.010878,1779,5.0,-7490.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668608.242452,1780,5.0,-7466.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668609.474471,1781,5.0,-7442.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668610.700218,1782,5.0,-7418.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668611.931167,1783,5.0,-7394.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668613.151036,1784,5.0,-7376.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668614.382377,1785,5.0,-7352.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668615.614327,1786,5.0,-7328.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668616.843272,1787,5.0,-7304.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668618.077393,1788,5.0,-7280.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668619.306048,1789,5.0,-7256.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668620.525659,1790,5.0,-7232.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668621.76227,1791,5.0,-7208.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668622.985915,1792,5.0,-7184.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668624.212512,1793,5.0,-7160.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668625.44403,1794,5.0,-7136.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668626.668356,1795,5.0,-7112.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668627.890548,1796,5.0,-7088.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668629.12609,1797,5.0,-7064.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668630.354852,1798,5.0,-7040.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668631.582288,1799,5.0,-7016.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668632.807675,1800,5.0,-6992.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668634.040908,1801,5.0,-6974.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668635.271941,1802,5.0,-6950.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668636.49202,1803,5.0,-6926.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668637.722945,1804,5.0,-6902.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668638.947188,1805,5.0,-6878.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668640.179469,1806,5.0,-6854.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668641.413442,1807,5.0,-6830.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668642.646344,1808,5.0,-6806.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668643.870936,1809,5.0,-6782.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668645.094608,1810,5.0,-6758.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668646.325411,1811,5.0,-6734.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668647.559169,1812,5.0,-6710.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668648.78274,1813,5.0,-6686.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668650.005094,1814,5.0,-6662.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668651.236959,1815,5.0,-6638.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668652.470868,1816,5.0,-6614.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668653.703406,1817,5.0,-6596.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668654.923178,1818,5.0,-6572.0,Purged and Sealed,(50.0, 'Call was successful')
,1711668656.152392,1819,5.0,-6548.0,Purged and Sealed,(50.0, 'Call was successful')
